Timestamp,IR Presence (Lane 1-4),Vehicle Count,Avg Speed (km/h),Vehicle Types Detected,Vehicle Density (%),Saturation Flow Rate(veh/hr/lane),"Volume to
 Saturation Lane Traffic ratio(%)",FreeFlowSpeed (km/h),TSR,VLSR,Speed Factor,CI,Congestion Level,traffic_reduction_pct,congestionStatus
43:41:00,"[0, 1, 1, 1]",109,36.2,"38 Trucks, 56 Fire Extinguisher",90,1800,1.513888889,50,0.276,0.015138889,0.724,0.421255556,Very High,27.6,Low
43:42:00,"[1, 1, 1, 1]",106,41.3,"10 Bikes, 27 Fire Extinguisher, 28 Bikes",59,1800,1.472222222,50,0.174,0.014722222,0.826,0.276688889,Moderate,17.4,Low
43:43:00,"[0, 0, 1, 1]",116,29.4,"91 Patrol, 40 Trucks",89,1800,1.611111111,50,0.412,0.016111111,0.588,0.444844444,Very High,41.2,Medium
43:44:00,"[1, 0, 1, 0]",195,34.1,"40 Bikes, 32 Cars, 90 Vans, 28 Vans",66,1800,2.708333333,50,0.318,0.027083333,0.682,0.338433333,High,31.8,Medium
43:45:00,"[0, 0, 0, 1]",155,44.6,"83 Patrol, 82 Trucks",34,1800,2.152777778,50,0.108,0.021527778,0.892,0.166211111,Low,10.8,Low
43:46:00,"[1, 0, 0, 0]",86,33.8,"11 Cars, 44 Ambulance, 42 Ambulance, 82 Ambulance",58,1800,1.194444444,50,0.324,0.011944444,0.676,0.301577778,High,32.4,Medium
43:47:00,"[1, 1, 0, 0]",106,30.7,"67 Fire Extinguisher, 94 Fire Extinguisher, 95 Cars",45,1800,1.472222222,50,0.386,0.014722222,0.614,0.263088889,Moderate,38.6,Medium
43:48:00,"[0, 1, 1, 1]",69,34.8,"59 Fire Extinguisher, 48 Fire Extinguisher",88,1800,0.958333333,50,0.304,0.009583333,0.696,0.416633333,Very High,30.4,Medium
43:49:00,"[0, 0, 1, 1]",85,44.8,"92 Vans, 25 Patrol, 70 Patrol",42,1800,1.180555556,50,0.104,0.011805556,0.896,0.193522222,Low,10.4,Low
43:50:00,"[1, 1, 1, 1]",120,30.1,"68 Trucks, 83 Vans",62,1800,1.666666667,50,0.398,0.016666667,0.602,0.334266667,High,39.8,Medium
43:51:00,"[1, 0, 0, 0]",83,25.2,"12 Vans, 27 Ambulance, 34 Cars",57,1800,1.152777778,50,0.496,0.011527778,0.504,0.331811111,High,49.6,Medium
43:52:00,"[0, 0, 1, 0]",114,41.4,"28 Vans, 59 Ambulance, 43 Ambulance, 52 Ambulance",86,1800,1.583333333,50,0.172,0.015833333,0.828,0.384733333,High,17.2,Low
43:53:00,"[1, 0, 1, 1]",168,44.8,"48 Cars, 88 Fire Extinguisher, 97 Patrol, 82 Ambulance",62,1800,2.333333333,50,0.104,0.023333333,0.896,0.278133333,Moderate,10.4,Low
43:54:00,"[0, 0, 1, 1]",180,23,"78 Ambulance, 86 Fire Extinguisher",62,1800,2.5,50,0.54,0.025,0.46,0.366,High,54,Medium
43:55:00,"[0, 0, 1, 1]",55,27.2,"30 Trucks, 93 Bikes, 97 Trucks, 78 Bikes",71,1800,0.763888889,50,0.456,0.007638889,0.544,0.378255556,High,45.6,Medium
43:56:00,"[1, 1, 0, 1]",153,24.3,"94 Vans, 24 Cars",73,1800,2.125,50,0.514,0.02125,0.486,0.4033,Very High,51.4,Medium
43:57:00,"[1, 1, 1, 1]",119,30.4,"81 Ambulance, 58 Ambulance, 65 Cars, 26 Bikes",73,1800,1.652777778,50,0.392,0.016527778,0.608,0.377011111,High,39.2,Medium
43:58:00,"[0, 1, 1, 0]",183,33.5,"52 Trucks, 60 Trucks",83,1800,2.541666667,50,0.33,0.025416667,0.67,0.408166667,Very High,33,Medium
43:59:00,"[1, 0, 0, 1]",82,42.5,"15 Trucks, 39 Trucks, 20 Cars",47,1800,1.138888889,50,0.15,0.011388889,0.85,0.222555556,Moderate,15,Low
44:00:00,"[1, 0, 1, 0]",196,39.5,"39 Vans, 81 Ambulance",77,1800,2.722222222,50,0.21,0.027222222,0.79,0.360888889,High,21,Low
44:01:00,"[0, 1, 0, 1]",117,38.6,"22 Cars, 60 Vans, 100 Bikes, 42 Patrol",52,1800,1.625,50,0.228,0.01625,0.772,0.2601,Moderate,22.8,Low
44:02:00,"[0, 0, 1, 1]",179,30.6,"64 Bikes, 71 Cars",65,1800,2.486111111,50,0.388,0.024861111,0.612,0.347544444,High,38.8,Medium
44:03:00,"[0, 1, 0, 1]",120,45.2,"40 Bikes, 45 Cars, 32 Fire Extinguisher, 54 Trucks",80,1800,1.666666667,50,0.096,0.016666667,0.904,0.345866667,High,9.6,Low
44:04:00,"[1, 1, 0, 0]",59,34.1,"74 Fire Extinguisher, 89 Cars",64,1800,0.819444444,50,0.318,0.008194444,0.682,0.322877778,High,31.8,Medium
44:05:00,"[1, 1, 1, 0]",145,49.4,"27 Fire Extinguisher, 38 Ambulance, 17 Trucks",78,1800,2.013888889,50,0.012,0.020138889,0.988,0.322455556,High,1.2,Low
44:06:00,"[1, 1, 0, 0]",57,39,"32 Vans, 21 Ambulance, 34 Ambulance, 60 Fire Extinguisher",33,1800,0.791666667,50,0.22,0.007916667,0.78,0.179166667,Low,22,Low
44:07:00,"[0, 1, 0, 1]",122,23.8,"39 Ambulance, 69 Trucks, 66 Patrol",86,1800,1.694444444,50,0.524,0.016944444,0.476,0.455577778,Very High,52.4,Medium
44:08:00,"[1, 1, 1, 0]",159,40.3,"80 Fire Extinguisher, 97 Cars, 91 Patrol, 83 Vans",72,1800,2.208333333,50,0.194,0.022083333,0.806,0.335633333,High,19.4,Low
44:09:00,"[1, 1, 0, 0]",187,29.8,"79 Cars, 87 Fire Extinguisher",32,1800,2.597222222,50,0.404,0.025972222,0.596,0.219188889,Moderate,40.4,Medium
44:10:00,"[0, 0, 0, 0]",194,40.6,"19 Vans, 90 Cars",45,1800,2.694444444,50,0.188,0.026944444,0.812,0.228377778,Moderate,18.8,Low
44:11:00,"[1, 1, 1, 1]",162,22.1,"17 Cars, 20 Vans, 91 Bikes, 72 Cars",58,1800,2.25,50,0.558,0.0225,0.442,0.3526,High,55.8,Medium
44:12:00,"[1, 0, 1, 1]",71,25.2,"32 Fire Extinguisher, 79 Cars",82,1800,0.986111111,50,0.496,0.009861111,0.504,0.431144444,Very High,49.6,Medium
44:13:00,"[0, 0, 1, 0]",76,45.7,"48 Patrol, 20 Fire Extinguisher, 70 Bikes, 13 Vans",68,1800,1.055555556,50,0.086,0.010555556,0.914,0.293422222,Moderate,8.6,Low
44:14:00,"[1, 0, 1, 0]",187,26.8,"86 Ambulance, 48 Ambulance",40,1800,2.597222222,50,0.464,0.025972222,0.536,0.263188889,Moderate,46.4,Medium
44:15:00,"[1, 0, 0, 1]",174,45.1,"16 Bikes, 47 Cars",44,1800,2.416666667,50,0.098,0.024166667,0.902,0.205266667,Moderate,9.8,Low
44:16:00,"[1, 0, 1, 1]",135,28.4,"26 Patrol, 38 Patrol",75,1800,1.875,50,0.432,0.01875,0.568,0.3939,High,43.2,Medium
44:17:00,"[0, 1, 0, 0]",96,39.3,"24 Vans, 37 Vans, 78 Vans, 64 Patrol",76,1800,1.333333333,50,0.214,0.013333333,0.786,0.352133333,High,21.4,Low
44:18:00,"[1, 1, 0, 0]",70,40.8,"100 Patrol, 31 Patrol, 84 Cars, 18 Bikes",32,1800,0.972222222,50,0.184,0.009722222,0.816,0.168688889,Low,18.4,Low
44:19:00,"[1, 1, 0, 1]",102,35.4,"78 Cars, 37 Patrol, 52 Trucks, 24 Trucks",76,1800,1.416666667,50,0.292,0.014166667,0.708,0.368066667,High,29.2,Low
44:20:00,"[0, 0, 1, 1]",190,29.2,"52 Bikes, 94 Trucks",88,1800,2.638888889,50,0.416,0.026388889,0.584,0.445755556,Very High,41.6,Medium
44:21:00,"[0, 1, 1, 1]",105,26.4,"50 Patrol, 41 Bikes, 90 Ambulance, 69 Ambulance",61,1800,1.458333333,50,0.472,0.014583333,0.528,0.344233333,High,47.2,Medium
44:22:00,"[0, 1, 1, 1]",111,21,"11 Bikes, 85 Ambulance, 82 Trucks, 75 Trucks",41,1800,1.541666667,50,0.58,0.015416667,0.42,0.286166667,Moderate,58,Medium
44:23:00,"[0, 0, 1, 1]",113,29.1,"18 Bikes, 57 Fire Extinguisher, 97 Bikes, 92 Vans",65,1800,1.569444444,50,0.418,0.015694444,0.582,0.349877778,High,41.8,Medium
44:24:00,"[1, 1, 1, 1]",133,39.6,"72 Ambulance, 47 Patrol, 85 Patrol",85,1800,1.847222222,50,0.208,0.018472222,0.792,0.388988889,High,20.8,Low
44:25:00,"[1, 1, 0, 1]",97,48.1,"48 Vans, 92 Vans",35,1800,1.347222222,50,0.038,0.013472222,0.962,0.152988889,Low,3.8,Low
44:26:00,"[0, 1, 1, 1]",88,46.1,"14 Trucks, 70 Fire Extinguisher, 92 Patrol, 23 Cars",37,1800,1.222222222,50,0.078,0.012222222,0.922,0.168488889,Low,7.8,Low
44:27:00,"[1, 1, 0, 0]",148,43,"100 Ambulance, 34 Cars, 16 Bikes",51,1800,2.055555556,50,0.14,0.020555556,0.86,0.240222222,Moderate,14,Low
44:28:00,"[1, 0, 0, 1]",165,43.7,"98 Trucks, 64 Trucks, 12 Fire Extinguisher",41,1800,2.291666667,50,0.126,0.022916667,0.874,0.198366667,Low,12.6,Low
44:29:00,"[0, 0, 1, 1]",120,39.9,"79 Trucks, 79 Ambulance",65,1800,1.666666667,50,0.202,0.016666667,0.798,0.307066667,High,20.2,Low
44:30:00,"[0, 1, 1, 1]",100,27.8,"79 Cars, 77 Vans",87,1800,1.388888889,50,0.444,0.013888889,0.556,0.442355556,Very High,44.4,Medium
44:31:00,"[0, 1, 0, 0]",191,47.2,"78 Vans, 76 Patrol",49,1800,2.652777778,50,0.056,0.026527778,0.944,0.217811111,Moderate,5.6,Low
44:32:00,"[0, 0, 1, 0]",142,40.1,"62 Cars, 34 Trucks, 72 Ambulance",66,1800,1.972222222,50,0.198,0.019722222,0.802,0.311488889,High,19.8,Low
44:33:00,"[1, 1, 0, 0]",170,36.8,"42 Bikes, 36 Trucks, 12 Trucks, 30 Ambulance",67,1800,2.361111111,50,0.264,0.023611111,0.736,0.330244444,High,26.4,Low
44:34:00,"[1, 1, 1, 0]",178,23.3,"19 Trucks, 98 Cars, 50 Bikes",50,1800,2.472222222,50,0.534,0.024722222,0.466,0.316688889,High,53.4,Medium
44:35:00,"[0, 0, 1, 1]",60,33.4,"24 Cars, 45 Fire Extinguisher, 61 Trucks",82,1800,0.833333333,50,0.332,0.008333333,0.668,0.397733333,High,33.2,Medium
44:36:00,"[1, 1, 1, 0]",158,33.8,"25 Fire Extinguisher, 43 Ambulance, 66 Trucks",78,1800,2.194444444,50,0.324,0.021944444,0.676,0.385577778,High,32.4,Medium
44:37:00,"[0, 1, 0, 1]",158,45.9,"32 Patrol, 71 Patrol, 87 Vans, 31 Vans",60,1800,2.194444444,50,0.082,0.021944444,0.918,0.265177778,Moderate,8.2,Low
44:38:00,"[1, 0, 0, 0]",164,36.4,"29 Vans, 59 Patrol, 28 Patrol, 25 Trucks",46,1800,2.277777778,50,0.272,0.022777778,0.728,0.247511111,Moderate,27.2,Low
44:39:00,"[1, 1, 1, 1]",91,31.4,"56 Vans, 98 Fire Extinguisher",56,1800,1.263888889,50,0.372,0.012638889,0.628,0.303455556,High,37.2,Medium
44:40:00,"[1, 0, 1, 1]",175,49.3,"35 Cars, 30 Trucks, 37 Trucks, 60 Patrol",44,1800,2.430555556,50,0.014,0.024305556,0.986,0.188522222,Low,1.4,Low
44:41:00,"[1, 0, 0, 0]",175,23.3,"98 Patrol, 33 Bikes, 34 Bikes",85,1800,2.430555556,50,0.534,0.024305556,0.466,0.456522222,Very High,53.4,Medium
44:42:00,"[0, 1, 1, 0]",176,32.7,"17 Fire Extinguisher, 87 Patrol, 83 Vans",49,1800,2.444444444,50,0.346,0.024444444,0.654,0.274977778,Moderate,34.6,Medium
44:43:00,"[1, 1, 0, 0]",200,21.3,"54 Vans, 37 Cars, 26 Bikes",55,1800,2.777777778,50,0.574,0.027777778,0.426,0.345911111,High,57.4,Medium
44:44:00,"[0, 0, 0, 1]",114,42.2,"32 Vans, 39 Cars, 29 Patrol, 68 Patrol",38,1800,1.583333333,50,0.156,0.015833333,0.844,0.189533333,Low,15.6,Low
44:45:00,"[0, 1, 0, 0]",73,47.5,"86 Ambulance, 45 Fire Extinguisher, 30 Patrol, 42 Bikes",38,1800,1.013888889,50,0.05,0.010138889,0.95,0.166055556,Low,5,Low
44:46:00,"[0, 0, 1, 1]",165,28.4,"97 Bikes, 81 Cars, 33 Fire Extinguisher",66,1800,2.291666667,50,0.432,0.022916667,0.568,0.359566667,High,43.2,Medium
44:47:00,"[0, 0, 1, 1]",87,45.8,"88 Fire Extinguisher, 89 Fire Extinguisher",59,1800,1.208333333,50,0.084,0.012083333,0.916,0.257633333,Moderate,8.4,Low
44:48:00,"[0, 0, 1, 1]",110,28.8,"10 Cars, 51 Ambulance",79,1800,1.527777778,50,0.424,0.015277778,0.576,0.406911111,Very High,42.4,Medium
44:49:00,"[1, 1, 0, 1]",56,47.3,"85 Ambulance, 73 Fire Extinguisher",30,1800,0.777777778,50,0.054,0.007777778,0.946,0.133911111,Low,5.4,Low
44:50:00,"[0, 0, 0, 1]",165,42.6,"83 Bikes, 31 Fire Extinguisher",78,1800,2.291666667,50,0.148,0.022916667,0.852,0.350766667,High,14.8,Low
44:51:00,"[0, 1, 1, 1]",168,44.1,"80 Fire Extinguisher, 45 Patrol, 42 Patrol, 72 Trucks",47,1800,2.333333333,50,0.118,0.023333333,0.882,0.220933333,Moderate,11.8,Low
44:52:00,"[1, 0, 1, 1]",68,20.5,"52 Trucks, 16 Trucks, 84 Patrol",80,1800,0.944444444,50,0.59,0.009444444,0.41,0.441777778,Very High,59,Medium
44:53:00,"[1, 0, 0, 0]",120,48.9,"76 Patrol, 67 Bikes, 75 Patrol, 25 Cars",60,1800,1.666666667,50,0.022,0.016666667,0.978,0.251066667,Moderate,2.2,Low
44:54:00,"[0, 1, 0, 1]",153,41.8,"26 Fire Extinguisher, 44 Ambulance, 58 Trucks",71,1800,2.125,50,0.164,0.02125,0.836,0.3253,High,16.4,Low
44:55:00,"[0, 0, 0, 0]",159,29.1,"72 Fire Extinguisher, 76 Cars",47,1800,2.208333333,50,0.418,0.022083333,0.582,0.280433333,Moderate,41.8,Medium
44:56:00,"[0, 1, 0, 0]",154,44.9,"81 Cars, 30 Fire Extinguisher, 61 Bikes, 18 Trucks",81,1800,2.138888889,50,0.102,0.021388889,0.898,0.352955556,High,10.2,Low
44:57:00,"[0, 1, 1, 1]",196,28.4,"28 Patrol, 28 Trucks, 55 Bikes",39,1800,2.722222222,50,0.432,0.027222222,0.568,0.253288889,Moderate,43.2,Medium
44:58:00,"[1, 0, 1, 0]",111,46.2,"50 Patrol, 43 Ambulance, 81 Cars, 68 Cars",60,1800,1.541666667,50,0.076,0.015416667,0.924,0.261366667,Moderate,7.6,Low
44:59:00,"[1, 1, 0, 1]",88,23.4,"79 Bikes, 59 Cars, 67 Cars",38,1800,1.222222222,50,0.532,0.012222222,0.468,0.263288889,Moderate,53.2,Medium
45:00:00,"[0, 0, 0, 1]",80,41.1,"29 Vans, 25 Patrol",37,1800,1.111111111,50,0.178,0.011111111,0.822,0.188044444,Low,17.8,Low
45:01:00,"[0, 1, 0, 0]",83,36.2,"39 Trucks, 35 Fire Extinguisher, 68 Trucks",76,1800,1.152777778,50,0.276,0.011527778,0.724,0.363811111,High,27.6,Low
45:02:00,"[1, 0, 1, 0]",194,22.9,"69 Fire Extinguisher, 37 Trucks, 73 Bikes, 68 Vans",32,1800,2.694444444,50,0.542,0.026944444,0.458,0.247177778,Moderate,54.2,Medium
45:03:00,"[1, 0, 1, 1]",89,27.3,"65 Bikes, 97 Cars",89,1800,1.236111111,50,0.454,0.012361111,0.546,0.451744444,Very High,45.4,Medium
45:04:00,"[0, 1, 0, 0]",117,20.4,"87 Cars, 73 Cars, 51 Bikes, 13 Vans",57,1800,1.625,50,0.592,0.01625,0.408,0.3529,High,59.2,Medium
45:05:00,"[1, 1, 0, 1]",147,34.1,"30 Bikes, 85 Trucks, 96 Vans",82,1800,2.041666667,50,0.318,0.020416667,0.682,0.399766667,High,31.8,Medium
45:06:00,"[0, 0, 1, 1]",144,29,"32 Cars, 69 Cars, 37 Vans",33,1800,2,50,0.42,0.02,0.58,0.224,Moderate,42,Medium
45:07:00,"[0, 0, 1, 1]",161,38,"97 Ambulance, 22 Fire Extinguisher, 19 Fire Extinguisher, 40 Trucks",87,1800,2.236111111,50,0.24,0.022361111,0.76,0.404944444,Very High,24,Low
45:08:00,"[1, 1, 0, 1]",99,28.9,"81 Fire Extinguisher, 78 Vans, 64 Vans",74,1800,1.375,50,0.422,0.01375,0.578,0.3859,High,42.2,Medium
45:09:00,"[1, 1, 0, 0]",157,29,"98 Patrol, 36 Bikes",37,1800,2.180555556,50,0.42,0.021805556,0.58,0.240722222,Moderate,42,Medium
45:10:00,"[1, 1, 0, 0]",182,42.3,"83 Vans, 37 Fire Extinguisher, 86 Vans, 77 Trucks",89,1800,2.527777778,50,0.154,0.025277778,0.846,0.396911111,High,15.4,Low
45:11:00,"[1, 0, 1, 0]",62,21.4,"97 Bikes, 64 Trucks",90,1800,0.861111111,50,0.572,0.008611111,0.428,0.477844444,Very High,57.2,Medium
45:12:00,"[0, 0, 0, 0]",115,47.1,"56 Cars, 78 Patrol, 49 Bikes, 40 Cars",30,1800,1.597222222,50,0.058,0.015972222,0.942,0.137988889,Low,5.8,Low
45:13:00,"[1, 0, 0, 0]",50,45.6,"55 Fire Extinguisher, 83 Patrol",53,1800,0.694444444,50,0.088,0.006944444,0.912,0.232377778,Moderate,8.8,Low
45:14:00,"[1, 1, 1, 1]",190,40,"43 Fire Extinguisher, 89 Fire Extinguisher, 52 Ambulance",55,1800,2.638888889,50,0.2,0.026388889,0.8,0.270555556,Moderate,20,Low
45:15:00,"[1, 1, 1, 1]",88,37.8,"72 Ambulance, 58 Ambulance, 12 Trucks, 39 Vans",30,1800,1.222222222,50,0.244,0.012222222,0.756,0.173688889,Low,24.4,Low
45:16:00,"[0, 0, 0, 0]",193,46.8,"76 Ambulance, 69 Fire Extinguisher, 87 Vans, 75 Bikes",56,1800,2.680555556,50,0.064,0.026805556,0.936,0.247522222,Moderate,6.4,Low
45:17:00,"[0, 1, 0, 0]",71,25.6,"89 Fire Extinguisher, 43 Fire Extinguisher, 65 Cars",85,1800,0.986111111,50,0.488,0.009861111,0.512,0.441544444,Very High,48.8,Medium
45:18:00,"[1, 0, 1, 0]",54,22.4,"69 Fire Extinguisher, 74 Fire Extinguisher",52,1800,0.75,50,0.552,0.0075,0.448,0.3214,High,55.2,Medium
45:19:00,"[1, 0, 0, 0]",77,27.2,"27 Fire Extinguisher, 66 Trucks, 64 Patrol",65,1800,1.069444444,50,0.456,0.010694444,0.544,0.355477778,High,45.6,Medium
45:20:00,"[0, 0, 1, 1]",66,43.8,"28 Cars, 60 Fire Extinguisher",37,1800,0.916666667,50,0.124,0.009166667,0.876,0.176466667,Low,12.4,Low
45:21:00,"[0, 0, 1, 1]",151,21,"24 Patrol, 28 Bikes",57,1800,2.097222222,50,0.58,0.020972222,0.42,0.352388889,High,58,Medium
45:22:00,"[0, 1, 1, 1]",143,37.5,"39 Ambulance, 41 Vans",60,1800,1.986111111,50,0.25,0.019861111,0.75,0.297944444,Moderate,25,Low
45:23:00,"[0, 0, 0, 0]",71,49.9,"42 Fire Extinguisher, 25 Bikes",56,1800,0.986111111,50,0.002,0.009861111,0.998,0.228344444,Moderate,0.2,Low
45:24:00,"[1, 1, 1, 0]",123,45.7,"58 Trucks, 56 Cars, 40 Bikes",50,1800,1.708333333,50,0.086,0.017083333,0.914,0.224033333,Moderate,8.6,Low
45:25:00,"[1, 1, 0, 0]",187,35.6,"88 Vans, 72 Vans, 22 Patrol, 86 Bikes",70,1800,2.597222222,50,0.288,0.025972222,0.712,0.347988889,High,28.8,Low
45:26:00,"[0, 1, 0, 1]",97,21.9,"34 Ambulance, 32 Trucks, 52 Ambulance, 88 Ambulance",50,1800,1.347222222,50,0.562,0.013472222,0.438,0.317788889,High,56.2,Medium
45:27:00,"[0, 0, 0, 1]",116,44.9,"57 Bikes, 46 Patrol, 57 Patrol, 76 Vans",84,1800,1.611111111,50,0.102,0.016111111,0.898,0.362844444,High,10.2,Low
45:28:00,"[0, 0, 0, 1]",188,38,"82 Vans, 22 Cars, 55 Vans",69,1800,2.611111111,50,0.24,0.026111111,0.76,0.334444444,High,24,Low
45:29:00,"[1, 1, 0, 0]",111,23.4,"58 Fire Extinguisher, 11 Trucks, 14 Patrol",79,1800,1.541666667,50,0.532,0.015416667,0.468,0.428566667,Very High,53.2,Medium
45:30:00,"[0, 0, 1, 0]",92,22.8,"88 Trucks, 99 Cars",36,1800,1.277777778,50,0.544,0.012777778,0.456,0.257911111,Moderate,54.4,Medium
45:31:00,"[1, 1, 0, 0]",108,47.3,"72 Patrol, 79 Fire Extinguisher, 95 Cars, 87 Vans",87,1800,1.5,50,0.054,0.015,0.946,0.3648,High,5.4,Low
45:32:00,"[1, 0, 1, 1]",121,40.1,"64 Fire Extinguisher, 14 Ambulance, 52 Cars, 52 Bikes",55,1800,1.680555556,50,0.198,0.016805556,0.802,0.266322222,Moderate,19.8,Low
45:33:00,"[1, 0, 1, 0]",77,44.9,"99 Ambulance, 90 Patrol, 42 Fire Extinguisher",68,1800,1.069444444,50,0.102,0.010694444,0.898,0.296677778,Moderate,10.2,Low
45:34:00,"[1, 0, 1, 1]",191,46.4,"91 Vans, 47 Bikes, 97 Fire Extinguisher, 26 Vans",44,1800,2.652777778,50,0.072,0.026527778,0.928,0.201011111,Moderate,7.2,Low
45:35:00,"[0, 1, 1, 0]",160,37.2,"36 Bikes, 60 Cars, 39 Vans",52,1800,2.222222222,50,0.256,0.022222222,0.744,0.268088889,Moderate,25.6,Low
45:36:00,"[0, 0, 0, 0]",172,35.5,"84 Ambulance, 13 Patrol",75,1800,2.388888889,50,0.29,0.023888889,0.71,0.367555556,High,29,Low
45:37:00,"[0, 1, 0, 1]",73,32.9,"74 Ambulance, 44 Patrol",66,1800,1.013888889,50,0.342,0.010138889,0.658,0.336455556,High,34.2,Medium
45:38:00,"[1, 1, 1, 0]",173,29.5,"71 Cars, 62 Ambulance",49,1800,2.402777778,50,0.41,0.024027778,0.59,0.287611111,Moderate,41,Medium
45:39:00,"[1, 1, 0, 0]",56,33,"38 Trucks, 44 Ambulance",73,1800,0.777777778,50,0.34,0.007777778,0.66,0.363111111,High,34,Medium
45:40:00,"[0, 0, 1, 1]",68,43.2,"97 Trucks, 18 Bikes",49,1800,0.944444444,50,0.136,0.009444444,0.864,0.226977778,Moderate,13.6,Low
45:41:00,"[1, 1, 0, 0]",93,38.1,"76 Patrol, 32 Bikes, 13 Patrol, 48 Patrol",61,1800,1.291666667,50,0.238,0.012916667,0.762,0.296766667,Moderate,23.8,Low
45:42:00,"[0, 1, 0, 1]",192,46.8,"11 Fire Extinguisher, 23 Fire Extinguisher, 78 Fire Extinguisher, 94 Fire Extinguisher",42,1800,2.666666667,50,0.064,0.026666667,0.936,0.191466667,Low,6.4,Low
45:43:00,"[0, 1, 1, 0]",158,33.3,"100 Patrol, 59 Patrol",75,1800,2.194444444,50,0.334,0.021944444,0.666,0.375577778,High,33.4,Medium
45:44:00,"[0, 1, 1, 0]",86,38.2,"83 Fire Extinguisher, 69 Trucks",67,1800,1.194444444,50,0.236,0.011944444,0.764,0.319977778,High,23.6,Low
45:45:00,"[1, 0, 1, 0]",139,38.9,"17 Trucks, 90 Cars",77,1800,1.930555556,50,0.222,0.019305556,0.778,0.360122222,High,22.2,Low
45:46:00,"[0, 0, 0, 1]",108,37.8,"10 Cars, 34 Bikes, 78 Vans",59,1800,1.5,50,0.244,0.015,0.756,0.2908,Moderate,24.4,Low
45:47:00,"[1, 1, 1, 1]",98,41.1,"20 Patrol, 36 Vans, 18 Cars",38,1800,1.361111111,50,0.178,0.013611111,0.822,0.193044444,Low,17.8,Low
45:48:00,"[1, 1, 0, 1]",143,27.1,"96 Fire Extinguisher, 78 Vans, 94 Patrol",82,1800,1.986111111,50,0.458,0.019861111,0.542,0.427544444,Very High,45.8,Medium
45:49:00,"[1, 1, 0, 0]",135,35.4,"26 Vans, 84 Trucks, 28 Bikes, 52 Ambulance",75,1800,1.875,50,0.292,0.01875,0.708,0.3659,High,29.2,Low
45:50:00,"[0, 0, 1, 1]",137,23.1,"44 Patrol, 67 Fire Extinguisher, 90 Bikes, 52 Trucks",74,1800,1.902777778,50,0.538,0.019027778,0.462,0.411211111,Very High,53.8,Medium
45:51:00,"[0, 0, 1, 0]",66,31.5,"60 Cars, 99 Fire Extinguisher, 97 Fire Extinguisher, 30 Ambulance",74,1800,0.916666667,50,0.37,0.009166667,0.63,0.373666667,High,37,Medium
45:52:00,"[0, 1, 0, 1]",195,34.6,"83 Ambulance, 48 Vans, 48 Vans",36,1800,2.708333333,50,0.308,0.027083333,0.692,0.216433333,Moderate,30.8,Medium
45:53:00,"[0, 0, 0, 1]",104,39.6,"28 Cars, 29 Fire Extinguisher, 27 Patrol, 26 Vans",38,1800,1.444444444,50,0.208,0.014444444,0.792,0.199377778,Low,20.8,Low
45:54:00,"[0, 0, 1, 1]",164,48.5,"26 Patrol, 51 Bikes, 99 Trucks, 87 Ambulance",82,1800,2.277777778,50,0.03,0.022777778,0.97,0.343111111,High,3,Low
45:55:00,"[1, 0, 1, 1]",114,38,"53 Trucks, 51 Vans, 72 Patrol",84,1800,1.583333333,50,0.24,0.015833333,0.76,0.390333333,High,24,Low
45:56:00,"[1, 1, 0, 1]",52,42.3,"50 Vans, 49 Vans, 23 Fire Extinguisher",51,1800,0.722222222,50,0.154,0.007222222,0.846,0.237688889,Moderate,15.4,Low
45:57:00,"[1, 0, 1, 1]",95,35.2,"36 Fire Extinguisher, 33 Vans",84,1800,1.319444444,50,0.296,0.013194444,0.704,0.400477778,Very High,29.6,Low
45:58:00,"[0, 1, 0, 0]",142,39,"60 Fire Extinguisher, 49 Cars, 91 Fire Extinguisher",83,1800,1.972222222,50,0.22,0.019722222,0.78,0.383888889,High,22,Low
45:59:00,"[0, 0, 1, 0]",114,22.1,"62 Cars, 52 Ambulance",82,1800,1.583333333,50,0.558,0.015833333,0.442,0.445933333,Very High,55.8,Medium
46:00:00,"[0, 1, 0, 0]",157,27.6,"27 Ambulance, 50 Vans",85,1800,2.180555556,50,0.448,0.021805556,0.552,0.438322222,Very High,44.8,Medium
46:01:00,"[0, 0, 1, 0]",161,30.9,"57 Bikes, 70 Bikes, 23 Ambulance",36,1800,2.236111111,50,0.382,0.022361111,0.618,0.229344444,Moderate,38.2,Medium
46:02:00,"[1, 0, 0, 0]",110,34.2,"28 Bikes, 77 Patrol",69,1800,1.527777778,50,0.316,0.015277778,0.684,0.345311111,High,31.6,Medium
46:03:00,"[1, 1, 1, 1]",59,21.4,"41 Fire Extinguisher, 92 Cars",87,1800,0.819444444,50,0.572,0.008194444,0.428,0.465677778,Very High,57.2,Medium
46:04:00,"[1, 0, 0, 0]",188,24.2,"93 Patrol, 86 Cars",43,1800,2.611111111,50,0.516,0.026111111,0.484,0.285644444,Moderate,51.6,Medium
46:05:00,"[1, 1, 1, 1]",191,28.3,"18 Cars, 93 Bikes",60,1800,2.652777778,50,0.434,0.026527778,0.566,0.337411111,High,43.4,Medium
46:06:00,"[1, 1, 0, 0]",194,49.1,"56 Patrol, 40 Fire Extinguisher, 17 Ambulance",37,1800,2.694444444,50,0.018,0.026944444,0.982,0.162377778,Low,1.8,Low
