remote_worker_id,location,industry,age,experience_years,average_daily_work_hours,break_frequency_per_day,task_completion_rate,late_task_ratio,calendar_scheduled_usage,focus_time_minutes,tool_usage_frequency,automated_task_count,AI_assisted_planning,real_time_feedback_score,productivity_label,productivity_score,congestionStatus,avg_vehicle_count,avg_speed,avg_traffic_reduction
W0311,City,Retail,33,12,7.96,5,75.4784582465752,0.147947809338295,75.3982253578903,177,8,7,1,97,Medium,39.92,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0312,Village,IT,53,31,5.5,5,75.1018193077161,0.109136834030729,68.1479412906504,123,18,4,0,69,Medium,38.72,Low,125.641259698768,42.4201734367869,15.1596531264263
W0313,Village,IT,53,14,6.74,2,76.3952949090749,0.140870077604964,75.803920703518,150,6,5,0,85,Medium,37.93,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0314,Town,Healthcare,49,34,6.39,1,71.8830775388618,0.29472923168134,47.358366154591,100,3,11,0,66,Low,28.73,Low,125.641259698768,42.4201734367869,15.1596531264263
W0315,Village,Finance,34,18,7.67,3,90.5188207759399,0.0942233719491166,90.5445195650097,191,2,0,0,94,High,44.8,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0316,Town,Education,52,34,8.19,4,65.1111714259816,0.386887632688724,52.6351322799536,79,19,14,1,60,Low,32.02,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0317,Town,Education,35,11,8.39,2,80.0898141748762,0.179722889095676,76.565458671168,148,10,5,0,79,Medium,39.6,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0318,Town,Retail,41,12,8.7,3,68.8020994183582,0.333059234709754,58.6060065360038,61,0,11,1,84,Low,31.06,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0319,Town,Retail,39,15,9.15,3,91.9570775163879,0.00278497775827558,96.1002976023614,219,5,14,0,90,High,47.87,Low,125.641259698768,42.4201734367869,15.1596531264263
W0320,Town,Education,50,31,8.23,4,86.6296544727722,0.121615594454945,78.5188898053352,131,10,7,1,87,Medium,44.53,Low,125.641259698768,42.4201734367869,15.1596531264263
W0321,City,Retail,27,29,9.76,3,81.2129701099527,0.185627953831647,70.0143478317557,150,0,12,1,71,Medium,38.57,Low,125.641259698768,42.4201734367869,15.1596531264263
W0322,Village,Healthcare,53,26,7.64,1,71.7486928002015,0.347948909731258,44.5659710732662,102,6,2,1,92,Low,30.2,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0323,Town,Education,50,18,7.29,1,68.3206442749723,0.339041581666962,34.7613639576344,82,5,10,0,97,Low,25.09,Low,125.641259698768,42.4201734367869,15.1596531264263
W0324,Village,Retail,23,32,8.23,1,93.5689988717476,0.0108289356482917,88.4175449948641,218,13,0,0,76,High,48.34,Low,125.641259698768,42.4201734367869,15.1596531264263
W0325,Village,Education,44,22,7.24,3,77.3985436223613,0.200140257037485,71.5794606492183,171,1,10,0,86,Medium,35.81,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0326,Town,Finance,40,17,9.72,1,90.8800602751145,0.0893534583498437,87.785327936181,213,3,3,1,95,High,46.62,Low,125.641259698768,42.4201734367869,15.1596531264263
W0327,City,IT,52,23,8.86,4,70.5810774003942,0.394657512817606,33.321813688008,105,10,0,0,98,Low,25.94,Low,125.641259698768,42.4201734367869,15.1596531264263
W0328,Town,Education,26,24,8.4,3,88.0096536527705,0.145517982467441,76.4147803417392,141,14,13,0,84,Medium,43.09,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0329,City,IT,40,8,7.66,5,71.5552916901656,0.398062354600896,46.149537114291,92,17,7,0,53,Low,30.15,Low,125.641259698768,42.4201734367869,15.1596531264263
W0330,Village,Retail,55,6,7.01,3,92.7454458474045,0.0824094490484374,80.1064838114213,186,0,4,0,65,High,43.1,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0331,City,IT,31,5,8.34,4,97.7347401782277,0.0875120992382495,80.5320512719313,201,2,0,1,65,High,47.04,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0332,City,Education,46,29,6.15,5,98.51484449314,0.0609195391393326,97.0634595729345,239,2,13,1,70,High,50.86,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0333,City,Finance,23,28,9.34,3,62.6884711330609,0.345751262587164,48.9824195454844,112,6,7,0,75,Low,26.39,Low,125.641259698768,42.4201734367869,15.1596531264263
W0334,Village,Retail,32,11,7.29,1,82.7953700039704,0.199228648621926,71.2463736839623,174,0,8,0,85,Medium,37.17,Low,125.641259698768,42.4201734367869,15.1596531264263
W0335,Village,Education,52,1,7.87,2,62.6149313002732,0.313834504857753,45.9351976318428,63,10,9,0,68,Low,26.86,Low,125.641259698768,42.4201734367869,15.1596531264263
W0336,City,Retail,36,19,6.41,2,68.3506440856153,0.291246878796046,32.3097087420082,79,5,1,1,66,Low,27.09,Low,125.641259698768,42.4201734367869,15.1596531264263
W0337,City,Healthcare,30,9,8.37,1,77.3552318048516,0.20407680794084,72.2625748119372,132,19,8,0,94,Medium,39.47,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0338,Town,IT,44,27,6.96,2,84.0127885134174,0.149922754163751,74.3425780492627,144,2,7,1,75,Medium,41.03,Low,125.641259698768,42.4201734367869,15.1596531264263
W0339,City,Healthcare,40,34,8.28,2,97.7364739505533,0.0455616373966841,92.2380816953465,191,18,6,1,71,High,52.99,Low,125.641259698768,42.4201734367869,15.1596531264263
W0340,Town,Education,30,4,8.41,1,96.9650718347689,0.0376041791109157,98.8521942031731,229,1,2,0,77,High,48.78,Low,125.641259698768,42.4201734367869,15.1596531264263
W0341,City,Finance,56,18,6.72,1,82.1761567758599,0.168798693923856,72.2040733685391,123,17,1,0,50,Medium,40.86,Low,125.641259698768,42.4201734367869,15.1596531264263
W0342,Town,Retail,42,15,6.15,3,94.7656794358002,0.0296065510038947,90.2985899078497,200,11,6,0,93,High,48.48,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0343,Village,IT,30,13,9.34,3,97.9077306373203,0.0373927869706784,91.2562522190726,211,9,14,1,85,High,51.14,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0344,City,Retail,49,19,7.27,1,99.135780114027,0.0525360481819498,94.4982054367217,236,4,4,1,92,High,51.01,Low,125.641259698768,42.4201734367869,15.1596531264263
W0345,City,Education,28,6,7.77,4,86.9300684692002,0.183877881996977,70.1105220520647,176,8,5,0,86,Medium,39.94,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0346,City,Retail,37,12,8.08,2,83.0952170063732,0.174719451127597,71.0111910138496,157,1,3,1,51,Medium,39.65,Low,125.641259698768,42.4201734367869,15.1596531264263
W0347,City,IT,37,17,6,3,87.9850497181521,0.168742482457941,72.5294675155971,120,1,1,0,66,Medium,39.46,Low,125.641259698768,42.4201734367869,15.1596531264263
W0348,Town,Education,54,23,8.06,2,92.5345712967302,0.00742468593305458,82.0754941726948,212,5,8,0,89,High,45.19,Low,125.641259698768,42.4201734367869,15.1596531264263
W0349,City,Retail,25,26,7.62,5,68.3809205036181,0.293881064272235,49.8329072885526,78,9,2,1,87,Low,31.37,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0350,Village,Finance,25,29,6.73,1,72.2016395299138,0.322748842686625,38.861717320507,101,17,11,1,70,Low,31.65,Low,125.641259698768,42.4201734367869,15.1596531264263
W0351,Village,Education,38,33,6.11,4,72.216036270167,0.326145508398452,53.431004988562,66,11,13,1,58,Low,33.32,Low,125.641259698768,42.4201734367869,15.1596531264263
W0352,City,Education,58,27,8.23,5,61.7510951754286,0.256224895657857,38.1637790023989,85,3,6,1,62,Low,26.23,Low,125.641259698768,42.4201734367869,15.1596531264263
W0353,Village,Finance,50,25,8.85,5,65.0945916909347,0.374991145754314,43.1738510064523,104,16,13,0,60,Low,27.66,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0354,City,Healthcare,57,10,7.71,5,93.91771742012,0.0577122269914442,94.0483505630073,191,14,7,0,65,High,49.29,Low,125.641259698768,42.4201734367869,15.1596531264263
W0355,City,IT,59,23,5.78,1,92.1171677846197,0.0145286009745787,86.3258469745125,201,5,1,0,65,High,45.84,Low,125.641259698768,42.4201734367869,15.1596531264263
W0356,Village,Healthcare,58,21,6.23,3,94.2483073664331,0.0417053203702921,93.2759678408534,233,15,13,1,51,High,51.61,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0357,City,Retail,56,21,6.98,1,65.5611854139273,0.335698002314965,57.640613762731,93,16,5,0,91,Low,31.08,Low,125.641259698768,42.4201734367869,15.1596531264263
W0358,Village,Finance,28,13,9.38,3,72.9858588834666,0.296158628404656,33.2362238182334,113,2,10,1,93,Low,28.03,Low,125.641259698768,42.4201734367869,15.1596531264263
W0359,Town,Healthcare,48,33,7.2,5,93.1500827518977,0.0575549507831103,99.0118793186225,197,9,7,1,57,High,51.05,Low,125.641259698768,42.4201734367869,15.1596531264263
W0360,City,Education,49,24,6.94,5,88.1828645407928,0.206669427700463,65.6171283038131,154,4,6,1,92,Medium,40.38,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0361,Town,Retail,43,11,5.49,4,72.914984548235,0.377899922965258,52.4716195353355,87,13,10,0,91,Low,31.23,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0362,Village,Retail,35,17,6.71,3,85.3179483641783,0.126703048643841,75.6689435453308,173,12,2,1,62,Medium,43.93,Low,125.641259698768,42.4201734367869,15.1596531264263
W0363,Town,Healthcare,28,4,6.02,5,82.0703926460828,0.104574482177913,62.5043970964517,153,5,0,1,66,Medium,39.14,Low,125.641259698768,42.4201734367869,15.1596531264263
W0364,Town,Healthcare,58,25,6.3,2,92.662334945178,0.0514526936582241,82.1377059097812,230,11,13,1,88,High,48.01,Low,125.641259698768,42.4201734367869,15.1596531264263
W0365,Village,Finance,43,30,7.64,4,80.1799844034397,0.211116980074101,74.8995564054095,142,7,5,1,73,Medium,40.38,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0366,Town,IT,26,9,7.02,1,60.6316223004204,0.390016151075629,50.4591969087804,97,4,7,1,52,Low,27.22,Low,125.641259698768,42.4201734367869,15.1596531264263
W0367,Town,Healthcare,23,21,9.54,4,66.5778360897715,0.299618948714148,51.8932658045915,117,14,5,1,79,Low,32.2,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0368,Village,Healthcare,48,20,8.79,2,85.2707056100313,0.193754018171549,76.226310339707,151,15,4,1,62,Medium,43.95,Low,125.641259698768,42.4201734367869,15.1596531264263
W0369,Town,Education,42,19,6.77,3,60.5792413545416,0.306833063549891,31.0067684133329,80,0,10,1,68,Low,23.34,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0370,Village,Retail,59,19,6.4,1,66.8302724839728,0.355324649297247,44.8833792990068,84,15,11,1,56,Low,30.51,Low,125.641259698768,42.4201734367869,15.1596531264263
W0371,Town,IT,36,12,9.16,1,94.5108928746683,0.0910878904806444,96.2860196734318,201,4,7,1,58,High,49.58,Low,125.641259698768,42.4201734367869,15.1596531264263
W0372,Village,Education,42,17,9.49,3,65.2947488933951,0.336460832718045,52.9680906577757,94,2,1,1,68,Low,29.26,Low,125.641259698768,42.4201734367869,15.1596531264263
W0373,Village,Finance,31,28,4.87,4,91.2473611322168,0.018836823206707,87.0184418993136,203,19,14,1,94,High,50.47,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0374,Town,Finance,44,18,7.61,5,62.0259489059113,0.371684583760204,36.4568278215768,104,14,11,0,89,Low,25.03,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0375,Town,Healthcare,26,14,7.2,4,92.6560945766641,0.070435295647213,96.0553134292408,226,12,14,0,71,High,48.8,Low,125.641259698768,42.4201734367869,15.1596531264263
W0376,Town,Healthcare,22,7,8.28,2,66.4544699533694,0.298883521509046,43.7939958968226,103,15,0,1,67,Low,30.75,Low,125.641259698768,42.4201734367869,15.1596531264263
W0377,City,Finance,34,13,9.83,5,73.8038820103892,0.390664683897734,55.0024357905005,61,10,0,1,72,Low,33.26,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0378,City,Healthcare,42,18,6.92,4,93.9772897562272,0.0428113569747242,97.6049598895113,211,1,14,1,51,High,49.57,Low,125.641259698768,42.4201734367869,15.1596531264263
W0379,City,IT,47,13,5.03,3,93.9295076499135,0.0961762478345469,88.3157212413837,238,5,13,0,99,High,45.98,Low,125.641259698768,42.4201734367869,15.1596531264263
W0380,Village,Healthcare,42,31,8.19,2,69.6496628965234,0.390866383109903,37.2499633214911,63,5,3,0,99,Low,25.46,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0381,Town,Retail,39,2,9.17,2,70.445833695341,0.328122337921612,37.7881570779986,105,13,5,0,60,Low,28.05,Low,125.641259698768,42.4201734367869,15.1596531264263
W0382,Village,Healthcare,58,16,7.14,2,95.8673152738975,0.0795913142420157,89.5015796010049,227,10,12,1,80,High,49.96,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0383,City,Education,53,9,6.65,5,94.8127395182761,0.0617354250988067,88.0982162853969,237,7,8,1,82,High,48.94,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0384,Town,IT,57,9,6.98,1,83.3432713110966,0.104704235320688,63.2351136054433,157,7,0,1,63,Medium,40.07,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0385,Village,Education,38,11,8.52,5,65.7546607097848,0.303269764603857,41.8077646555466,61,0,11,1,65,Low,27.08,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0386,Town,Education,56,22,6.95,4,95.4418011594195,0.0543469869981363,89.9430763176574,221,6,0,0,60,High,47.37,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0387,Village,Retail,32,33,7.89,1,86.4564129631598,0.19612812046234,65.8975638106211,161,5,12,1,82,Medium,40.22,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0388,Town,IT,42,23,7.53,4,92.1046174768321,0.0318254997279421,84.8013930621436,213,7,12,0,56,High,45.76,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0389,City,IT,47,34,7.41,1,99.0898089191487,0.0637930489579665,95.3833973904717,219,18,4,0,80,High,51.86,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0390,City,IT,25,9,8.34,5,92.189701271058,0.0496549813601831,85.5399563690943,238,19,9,1,97,High,50.17,Low,125.641259698768,42.4201734367869,15.1596531264263
W0391,Town,IT,55,24,6.93,2,91.7219426742576,0.027096320787122,85.7125319936715,186,7,4,0,95,High,45.87,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0392,Village,IT,39,8,6.98,3,66.1381578294614,0.254543983971944,52.3486332834281,76,13,4,0,96,Low,30.4,Low,125.641259698768,42.4201734367869,15.1596531264263
W0393,City,Retail,56,7,8.46,2,92.739148706299,0.0199872974649444,84.637192277657,230,17,9,0,63,High,48.05,Low,125.641259698768,42.4201734367869,15.1596531264263
W0394,City,Healthcare,50,18,6.32,5,99.3465195270722,0.000856921081074069,80.955994193155,188,15,5,0,77,High,49.06,Low,125.641259698768,42.4201734367869,15.1596531264263
W0395,City,Education,50,3,6.44,1,94.0788492685036,0.0113945269444544,93.5228357720291,213,8,7,1,92,High,50.5,Low,125.641259698768,42.4201734367869,15.1596531264263
W0396,Town,IT,59,28,5.99,2,81.4327662147023,0.248766831750204,64.310832381256,160,14,2,1,65,Medium,39.67,Low,125.641259698768,42.4201734367869,15.1596531264263
W0397,Town,Healthcare,42,6,8.52,5,99.5392080384672,0.0814208767054663,98.0796339317857,215,9,8,0,68,High,50.55,Low,125.641259698768,42.4201734367869,15.1596531264263
W0398,Village,Healthcare,34,21,7.37,4,82.7643563976439,0.226476688097926,69.1386246748802,125,15,12,1,66,Medium,41.44,Low,125.641259698768,42.4201734367869,15.1596531264263
W0399,Village,Education,38,28,5.92,3,76.3060233861076,0.21081670433779,78.2384171031997,122,3,0,0,75,Medium,37.08,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0400,Village,Retail,30,1,8.52,2,67.0782016365816,0.311980507089529,55.428433424571,95,19,3,1,55,Low,33.93,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0401,Town,Finance,22,21,6.83,1,68.3901099283467,0.321450744024155,57.0525404194487,112,12,8,1,92,Low,33.16,Low,125.641259698768,42.4201734367869,15.1596531264263
W0402,Town,Finance,23,13,6.45,4,77.2675405816412,0.205122694395802,77.6093274730908,154,4,14,1,98,Medium,39.52,Low,125.641259698768,42.4201734367869,15.1596531264263
W0403,Village,Healthcare,50,10,7.27,5,83.1622610642179,0.236337661618218,77.8978374907936,132,6,13,1,58,Medium,41.42,Low,125.641259698768,42.4201734367869,15.1596531264263
W0404,Village,Education,54,10,9.27,3,90.0376769455053,0.0631377436395429,91.9303200139726,217,8,7,1,99,High,48.46,Low,125.641259698768,42.4201734367869,15.1596531264263
W0405,Town,Finance,31,13,7.03,1,67.5161550515884,0.386619239576492,54.5500753514967,104,7,9,0,66,Low,28.74,Low,125.641259698768,42.4201734367869,15.1596531264263
W0406,Village,Healthcare,42,24,8.19,5,96.3453493336611,0.0532711622038985,87.8505239683565,192,15,8,1,80,High,51.02,Low,125.641259698768,42.4201734367869,15.1596531264263
W0407,City,Retail,49,2,8.37,5,78.7292869800203,0.234917962683075,77.6199617797695,131,5,0,0,61,Medium,37.85,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0408,Town,Finance,32,22,8.03,2,82.2916022275704,0.167255040314736,64.8656800985301,144,15,8,0,72,Medium,39.05,Low,125.641259698768,42.4201734367869,15.1596531264263
W0409,Village,Healthcare,55,17,9.03,2,66.6631910456681,0.268387473476077,56.9100918358736,107,5,2,1,54,Low,31.74,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0410,Town,Healthcare,29,14,6.65,1,75.7794194093557,0.219627611004383,62.9271714043523,139,13,10,0,92,Medium,35.78,Low,125.641259698768,42.4201734367869,15.1596531264263
W0411,City,IT,43,10,6.25,5,76.4074250216857,0.174432921923489,73.1093227854009,167,0,11,1,85,Medium,37.87,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0412,Town,Retail,29,25,6.22,2,90.1480886113263,0.0841044982512561,90.2699592268372,207,8,9,0,85,High,45.94,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0413,Town,IT,36,3,7.33,3,66.8953059562871,0.387232922518226,44.1866990214379,105,12,8,0,52,Low,27.48,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0414,Town,Education,38,17,6.36,3,92.6859916150109,0.0534385564235263,96.6521802607677,239,18,0,1,73,High,52.3,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0415,Town,IT,44,12,7.68,5,83.8694941106264,0.137280361589064,65.7789498352238,166,16,0,1,66,Medium,42.21,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0416,City,IT,45,24,7.59,2,98.0719197040216,0.0757402198331028,87.1387459589627,206,10,8,1,88,High,50.18,Low,125.641259698768,42.4201734367869,15.1596531264263
W0417,Town,Finance,40,29,8.72,1,97.7485840218196,0.0129706257990027,89.0750752050071,194,7,10,1,75,High,50.49,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0418,Town,Healthcare,26,25,7.85,1,94.3465731805109,0.0330794994781043,83.5732561067821,196,4,13,0,53,High,45.57,Low,125.641259698768,42.4201734367869,15.1596531264263
W0419,Village,Retail,53,26,7,1,75.6265200749673,0.14446610871691,65.3225482567322,177,9,5,1,94,Medium,38.18,Low,125.641259698768,42.4201734367869,15.1596531264263
W0420,Town,IT,22,1,7.99,3,64.0484955539902,0.296464797121436,45.1346493958969,75,6,3,0,61,Low,26.51,Low,125.641259698768,42.4201734367869,15.1596531264263
W0421,Village,Retail,44,20,6.26,2,65.3354071905654,0.357920534697007,39.7487948188078,95,9,6,0,50,Low,25.81,Low,125.641259698768,42.4201734367869,15.1596531264263
W0422,City,IT,58,28,7.45,2,84.025412005012,0.141680035021584,78.9367795625031,135,3,4,0,70,Medium,40.23,Low,125.641259698768,42.4201734367869,15.1596531264263
W0423,City,Education,29,16,7.88,3,65.8515736102114,0.391436906708764,50.9238416154593,116,8,9,0,68,Low,27.67,Low,125.641259698768,42.4201734367869,15.1596531264263
W0424,City,IT,34,17,7.66,1,88.087185575429,0.226138576566019,72.2299054831861,123,13,13,0,70,Medium,41.26,Low,125.641259698768,42.4201734367869,15.1596531264263
W0425,City,Finance,29,28,8,1,71.4841014485285,0.310616477161444,36.4235304747617,104,1,6,0,67,Low,25.87,Low,125.641259698768,42.4201734367869,15.1596531264263
W0426,Village,Healthcare,44,12,6.73,5,88.5665267682358,0.170093103727318,70.8994108567864,135,8,7,1,92,Medium,42.71,Low,125.641259698768,42.4201734367869,15.1596531264263
W0427,Town,Education,22,27,8.88,4,88.2818688553485,0.235336843464435,76.6386236946199,157,0,7,0,52,Medium,39.52,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0428,City,IT,45,30,9.69,2,67.5762618274092,0.263273034354852,30.7651249221606,92,9,0,0,98,Low,25.63,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0429,Town,Retail,56,34,5.58,2,81.9307832391642,0.226980173968511,69.5981485189319,156,9,7,0,93,Medium,38.09,Low,125.641259698768,42.4201734367869,15.1596531264263
W0430,Village,Education,45,6,6.04,2,77.5130036469209,0.214840722738669,69.3770857744198,141,19,5,1,81,Medium,40.84,Low,125.641259698768,42.4201734367869,15.1596531264263
W0431,Village,Education,38,7,7.55,4,77.3062761244281,0.152703390198239,65.0324588984579,157,2,3,1,59,Medium,37.14,Low,125.641259698768,42.4201734367869,15.1596531264263
W0432,Village,IT,26,32,7.19,5,97.1277179351691,0.0555005672334486,98.0838241510486,203,5,12,0,89,High,49.28,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0433,City,Education,41,32,9.78,4,61.3990462787617,0.370752653985194,40.7267701437956,118,5,13,1,64,Low,25.91,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0434,Town,Retail,42,25,7.76,1,79.9818427574296,0.137481431524822,71.7081305295887,135,1,11,0,54,Medium,37.22,Low,125.641259698768,42.4201734367869,15.1596531264263
W0435,Town,Education,52,33,9.17,1,68.6271395224973,0.314308771262722,35.2877203237684,76,17,7,1,53,Low,29.93,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0436,Town,Retail,57,7,5.04,2,88.6831668508869,0.226538041839031,63.3867527352013,157,1,2,0,77,Medium,37.28,Low,125.641259698768,42.4201734367869,15.1596531264263
W0437,Village,IT,32,12,8.48,3,98.0967425808807,0.0695677663215339,95.3156858543145,222,11,12,1,53,High,52.09,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0438,City,Healthcare,36,16,6.64,2,95.3011556503531,0.013776292939852,87.3811231868361,208,4,3,1,64,High,48.82,Low,125.641259698768,42.4201734367869,15.1596531264263
W0439,Village,Education,40,16,6.62,3,68.857478487779,0.396402088839819,39.0074281704646,105,19,14,1,66,Low,30.34,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0440,Village,Healthcare,28,13,7.2,4,93.4385357554258,0.0693880688708322,97.6841470365864,188,6,5,0,93,High,48.15,Low,125.641259698768,42.4201734367869,15.1596531264263
W0441,Town,Retail,49,7,5.79,1,85.6643978905732,0.108744580579354,78.9700034445517,155,15,10,0,52,Medium,43.47,Low,125.641259698768,42.4201734367869,15.1596531264263
W0442,Village,Education,26,9,8.03,3,87.317928672542,0.148699190077779,67.5284749662088,170,19,6,0,59,Medium,42.08,Low,125.641259698768,42.4201734367869,15.1596531264263
W0443,Town,Finance,26,32,7.73,4,76.5733616490019,0.152160675333897,76.6519979284854,120,0,3,1,96,Medium,38.83,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0444,City,Healthcare,51,11,7.82,1,64.1384318850591,0.355804403634502,44.883256511607,118,0,3,1,91,Low,26.71,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0445,Town,Education,53,8,8.56,3,77.2771310546586,0.228151897417407,73.0485881163462,146,16,6,0,72,Medium,38.77,Low,125.641259698768,42.4201734367869,15.1596531264263
W0446,City,Healthcare,29,33,9.32,2,76.5886309267842,0.182001924983318,73.4766456014356,143,0,5,1,67,Medium,37.91,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0447,Town,Education,31,23,7.06,2,63.9879374725486,0.325774602743997,45.4085929875221,73,19,12,0,50,Low,28.85,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0448,Village,IT,59,25,8.07,2,63.4342660388272,0.342284230420031,42.8522221791951,98,12,10,0,84,Low,26.62,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0449,Village,Healthcare,53,8,7.85,4,91.9177345829367,0.00500645270932944,97.472676452694,187,8,7,0,80,High,48.7,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0450,City,Finance,49,22,7.95,2,66.9024074632946,0.3346190415643,48.9640094404965,86,14,0,0,93,Low,29.35,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0451,City,Finance,38,4,7.97,5,87.2683955788171,0.14469696919934,60.2255555867178,146,2,9,1,50,Medium,39.24,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0452,City,Retail,52,3,9.41,1,88.8102681643743,0.207261455106666,71.6781812620355,126,13,12,1,52,Medium,43.56,Low,125.641259698768,42.4201734367869,15.1596531264263
W0453,Town,Education,29,29,6.95,4,72.2723736636903,0.386872758134555,37.7132478749693,69,10,10,1,52,Low,29.38,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0454,Town,Healthcare,46,29,5.67,2,79.7478314167859,0.110575743335239,71.0207312701175,150,11,6,0,86,Medium,39.29,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0455,City,Retail,30,34,6.66,1,78.2957014837814,0.209046980701872,67.1825901824307,176,12,11,1,68,Medium,39.31,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0456,Village,Healthcare,23,34,8.41,3,97.6424422121981,0.0539615850601837,82.5807357562088,202,12,6,0,78,High,47.75,Low,125.641259698768,42.4201734367869,15.1596531264263
W0457,Town,Education,36,28,7.53,2,60.3159757520282,0.353039112516145,38.5260982692536,87,0,10,0,74,Low,22.31,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0458,Town,Finance,24,13,6.94,1,90.1102844849914,0.0312128276878106,80.2519007633885,209,9,6,0,82,High,44.66,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0459,Town,IT,57,15,6.21,5,63.251827107067,0.330220146537875,35.7660273783079,97,2,6,0,85,Low,23.27,Low,125.641259698768,42.4201734367869,15.1596531264263
W0460,City,Finance,25,23,7.77,3,61.2160807118066,0.355257045109914,31.5266212661877,108,3,9,0,78,Low,21.76,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0461,City,Retail,35,26,8.27,5,76.5455192794991,0.170170361805601,61.3465623124426,122,15,13,0,75,Medium,36.58,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0462,City,IT,46,4,7.87,1,97.7013129192892,0.0141552109477106,96.6825086649449,186,7,9,1,53,High,51.98,Low,125.641259698768,42.4201734367869,15.1596531264263
W0463,City,Retail,31,26,7.2,5,87.9409608467132,0.182362483385308,71.076971114648,168,15,7,1,98,Medium,43.84,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0464,City,Education,42,9,7.68,1,99.8419339171856,0.00303392468183182,99.9719633587309,200,16,8,1,63,High,55.2,Low,125.641259698768,42.4201734367869,15.1596531264263
W0465,Village,IT,57,5,7.67,1,98.4420958577623,0.043239636018509,96.5733428706719,197,18,8,1,99,High,54.1,Low,125.641259698768,42.4201734367869,15.1596531264263
W0466,Village,Retail,33,32,7.73,5,87.9452776360824,0.153136900478387,72.5714108088778,173,14,1,0,76,Medium,42.24,Medium,124.515487748497,27.3363384188627,45.3273231622746
